Request id,Pickup point,Driver id,Status,Request timestamp,Drop timestamp,Request Date,Request Hour,Day of week,Trip Completed
4153,City,166,Cancelled,14-07-2016 04:59,NA,14-07-2016,4,Sunday,FALSE
5424,City,166,Cancelled,15-07-2016 02:13,NA,15-07-2016,2,Monday,FALSE
6561,Airport,166,Cancelled,15-07-2016 21:08,NA,15-07-2016,21,Tuesday,FALSE
1623,City,167,Cancelled,12-07-2016 06:58,NA,12-07-2016,6,Wednesday,FALSE
2061,City,167,Cancelled,12-07-2016 15:05,NA,12-07-2016,15,Thursday,FALSE
3183,City,167,Cancelled,13-07-2016 09:20,NA,13-07-2016,9,Friday,FALSE
240,City,168,Cancelled,11-07-2016 06:29,NA,11-07-2016,6,Saturday,FALSE
1011,Airport,168,Cancelled,11-07-2016 19:08,NA,11-07-2016,19,Sunday,FALSE
1755,City,168,Cancelled,12-07-2016 08:40,NA,12-07-2016,8,Monday,FALSE
1893,City,168,Cancelled,12-07-2016 10:17,NA,12-07-2016,10,Tuesday,FALSE
177,City,169,Cancelled,11-07-2016 05:48,NA,11-07-2016,5,Wednesday,FALSE
1162,Airport,169,Cancelled,11-07-2016 20:43,NA,11-07-2016,20,Thursday,FALSE
1456,City,169,Cancelled,12-07-2016 04:56,NA,12-07-2016,4,Friday,FALSE
1472,City,169,Cancelled,12-07-2016 05:08,NA,12-07-2016,5,Saturday,FALSE
3024,City,169,Cancelled,13-07-2016 07:32,NA,13-07-2016,7,Sunday,FALSE
903,City,17-Jan,Cancelled,11-07-2016 18:14,NA,11-07-2016,18,Monday,FALSE
1969,Airport,17-Jan,Cancelled,12-07-2016 12:07,NA,12-07-2016,12,Tuesday,FALSE
3457,Airport,17-Jan,Cancelled,13-07-2016 17:00,NA,13-07-2016,17,Wednesday,FALSE
4567,City,17-Jan,Cancelled,14-07-2016 09:46,NA,14-07-2016,9,Thursday,FALSE
4696,Airport,17-Jan,Cancelled,14-07-2016 13:05,NA,14-07-2016,13,Friday,FALSE
4695,City,17-Jan,Cancelled,14-07-2016 13:10,NA,14-07-2016,13,Saturday,FALSE
77,City,171,Cancelled,11-07-2016 04:46,NA,11-07-2016,4,Sunday,FALSE
3118,City,171,Cancelled,13-07-2016 08:38,NA,13-07-2016,8,Monday,FALSE
3329,Airport,171,Cancelled,13-07-2016 12:24,NA,13-07-2016,12,Tuesday,FALSE
4403,City,171,Cancelled,14-07-2016 08:01,NA,14-07-2016,8,Wednesday,FALSE
4406,City,171,Cancelled,14-07-2016 08:02,NA,14-07-2016,8,Thursday,FALSE
1828,City,172,Cancelled,12-07-2016 09:33,NA,12-07-2016,9,Friday,FALSE
3084,City,172,Cancelled,13-07-2016 08:12,NA,13-07-2016,8,Saturday,FALSE
3890,Airport,172,Cancelled,13-07-2016 22:01,NA,13-07-2016,22,Sunday,FALSE
4410,City,172,Cancelled,14-07-2016 08:06,NA,14-07-2016,8,Monday,FALSE
127,City,173,Cancelled,11-07-2016 05:10,NA,11-07-2016,5,Tuesday,FALSE
3355,Airport,173,Cancelled,13-07-2016 13:26,NA,13-07-2016,13,Wednesday,FALSE
86,City,174,Cancelled,11-07-2016 04:51,NA,11-07-2016,4,Thursday,FALSE
550,City,174,Cancelled,11-07-2016 10:04,NA,11-07-2016,10,Friday,FALSE
2275,City,175,Cancelled,12-07-2016 18:34,NA,12-07-2016,18,Saturday,FALSE
4399,City,175,Cancelled,14-07-2016 08:02,NA,14-07-2016,8,Sunday,FALSE
5598,City,175,Cancelled,15-07-2016 06:13,NA,15-07-2016,6,Monday,FALSE
293,City,176,Cancelled,11-07-2016 07:07,NA,11-07-2016,7,Tuesday,FALSE
355,City,176,Cancelled,11-07-2016 07:54,NA,11-07-2016,7,Wednesday,FALSE
683,Airport,176,Cancelled,11-07-2016 13:40,NA,11-07-2016,13,Thursday,FALSE
1490,City,176,Cancelled,12-07-2016 05:21,NA,12-07-2016,5,Friday,FALSE
1796,City,176,Cancelled,12-07-2016 09:06,NA,12-07-2016,9,Saturday,FALSE
4529,City,176,Cancelled,14-07-2016 09:30,NA,14-07-2016,9,Sunday,FALSE
4536,City,176,Cancelled,14-07-2016 09:39,NA,14-07-2016,9,Monday,FALSE
433,City,177,Cancelled,11-07-2016 08:57,NA,11-07-2016,8,Tuesday,FALSE
1607,City,177,Cancelled,12-07-2016 06:41,NA,12-07-2016,6,Wednesday,FALSE
3189,City,177,Cancelled,13-07-2016 09:32,NA,13-07-2016,9,Thursday,FALSE
4128,City,177,Cancelled,14-07-2016 04:42,NA,14-07-2016,4,Friday,FALSE
4197,City,177,Cancelled,14-07-2016 05:27,NA,14-07-2016,5,Saturday,FALSE
4524,City,177,Cancelled,14-07-2016 09:26,NA,14-07-2016,9,Sunday,FALSE
5871,City,177,Cancelled,15-07-2016 09:23,NA,15-07-2016,9,Monday,FALSE
5912,City,177,Cancelled,15-07-2016 10:00,NA,15-07-2016,10,Tuesday,FALSE
2466,Airport,178,Cancelled,12-07-2016 20:34,NA,12-07-2016,20,Wednesday,FALSE
2886,City,178,Cancelled,13-07-2016 06:01,NA,13-07-2016,6,Thursday,FALSE
5225,City,178,Cancelled,14-07-2016 21:06,NA,14-07-2016,21,Friday,FALSE
6505,City,178,Cancelled,15-07-2016 20:35,NA,15-07-2016,20,Saturday,FALSE
2785,City,179,Cancelled,13-07-2016 04:50,NA,13-07-2016,4,Sunday,FALSE
2806,City,179,Cancelled,13-07-2016 05:00,NA,13-07-2016,5,Monday,FALSE
4459,City,179,Cancelled,14-07-2016 08:37,NA,14-07-2016,8,Tuesday,FALSE
5653,City,179,Cancelled,15-07-2016 06:58,NA,15-07-2016,6,Wednesday,FALSE
1650,City,18-Jan,Cancelled,12-07-2016 07:14,NA,12-07-2016,7,Thursday,FALSE
3745,Airport,18-Jan,Cancelled,13-07-2016 20:27,NA,13-07-2016,20,Friday,FALSE
4796,Airport,18-Jan,Cancelled,14-07-2016 16:54,NA,14-07-2016,16,Saturday,FALSE
2119,City,181,Cancelled,12-07-2016 16:41,NA,12-07-2016,16,Sunday,FALSE
3013,City,181,Cancelled,13-07-2016 07:31,NA,13-07-2016,7,Monday,FALSE
3126,City,181,Cancelled,13-07-2016 08:43,NA,13-07-2016,8,Tuesday,FALSE
4235,City,181,Cancelled,14-07-2016 05:51,NA,14-07-2016,5,Wednesday,FALSE
105,City,182,Cancelled,11-07-2016 04:58,NA,11-07-2016,4,Thursday,FALSE
1747,City,182,Cancelled,12-07-2016 08:27,NA,12-07-2016,8,Friday,FALSE
4134,City,182,Cancelled,14-07-2016 04:45,NA,14-07-2016,4,Saturday,FALSE
217,City,183,Cancelled,11-07-2016 06:12,NA,11-07-2016,6,Sunday,FALSE
4478,City,183,Cancelled,14-07-2016 08:44,NA,14-07-2016,8,Monday,FALSE
5248,City,183,Cancelled,14-07-2016 21:18,NA,14-07-2016,21,Tuesday,FALSE
6032,Airport,183,Cancelled,15-07-2016 13:00,NA,15-07-2016,13,Wednesday,FALSE
4206,City,184,Cancelled,14-07-2016 05:34,NA,14-07-2016,5,Thursday,FALSE
4387,City,184,Cancelled,14-07-2016 07:54,NA,14-07-2016,7,Friday,FALSE
113,City,185,Cancelled,11-07-2016 05:09,NA,11-07-2016,5,Saturday,FALSE
1558,City,185,Cancelled,12-07-2016 06:13,NA,12-07-2016,6,Sunday,FALSE
2180,Airport,185,Cancelled,12-07-2016 17:42,NA,12-07-2016,17,Monday,FALSE
3661,Airport,185,Cancelled,13-07-2016 19:28,NA,13-07-2016,19,Tuesday,FALSE
378,City,186,Cancelled,11-07-2016 08:08,NA,11-07-2016,8,Wednesday,FALSE
790,Airport,186,Cancelled,11-07-2016 16:56,NA,11-07-2016,16,Thursday,FALSE
1700,City,186,Cancelled,12-07-2016 07:58,NA,12-07-2016,7,Friday,FALSE
3788,Airport,186,Cancelled,13-07-2016 20:50,NA,13-07-2016,20,Saturday,FALSE
480,City,187,Cancelled,11-07-2016 09:26,NA,11-07-2016,9,Sunday,FALSE
1632,City,187,Cancelled,12-07-2016 07:06,NA,12-07-2016,7,Monday,FALSE
3101,City,187,Cancelled,13-07-2016 08:28,NA,13-07-2016,8,Tuesday,FALSE
5706,City,187,Cancelled,15-07-2016 07:38,NA,15-07-2016,7,Wednesday,FALSE
5772,City,188,Cancelled,15-07-2016 08:22,NA,15-07-2016,8,Thursday,FALSE
129,City,189,Cancelled,11-07-2016 05:10,NA,11-07-2016,5,Friday,FALSE
3119,City,189,Cancelled,13-07-2016 08:35,NA,13-07-2016,8,Saturday,FALSE
3228,City,189,Cancelled,13-07-2016 09:58,NA,13-07-2016,9,Sunday,FALSE
1569,City,19-Jan,Cancelled,12-07-2016 06:21,NA,12-07-2016,6,Monday,FALSE
1820,City,19-Jan,Cancelled,12-07-2016 09:24,NA,12-07-2016,9,Tuesday,FALSE
1840,City,19-Jan,Cancelled,12-07-2016 09:37,NA,12-07-2016,9,Wednesday,FALSE
4323,City,19-Jan,Cancelled,14-07-2016 07:00,NA,14-07-2016,7,Thursday,FALSE
4346,City,19-Jan,Cancelled,14-07-2016 07:21,NA,14-07-2016,7,Friday,FALSE
5785,City,19-Jan,Cancelled,15-07-2016 08:32,NA,15-07-2016,8,Saturday,FALSE
6400,City,19-Jan,Cancelled,15-07-2016 19:18,NA,15-07-2016,19,Sunday,FALSE
224,City,191,Cancelled,11-07-2016 06:17,NA,11-07-2016,6,Monday,FALSE
5913,City,191,Cancelled,15-07-2016 09:58,NA,15-07-2016,9,Tuesday,FALSE
1833,City,192,Cancelled,12-07-2016 09:34,NA,12-07-2016,9,Wednesday,FALSE
2902,City,192,Cancelled,13-07-2016 05:59,NA,13-07-2016,5,Thursday,FALSE
4239,City,192,Cancelled,14-07-2016 05:56,NA,14-07-2016,5,Friday,FALSE
265,City,193,Cancelled,11-07-2016 06:47,NA,11-07-2016,6,Saturday,FALSE
833,Airport,193,Cancelled,11-07-2016 17:37,NA,11-07-2016,17,Sunday,FALSE
3249,City,193,Cancelled,13-07-2016 10:13,NA,13-07-2016,10,Monday,FALSE
4226,City,193,Cancelled,14-07-2016 05:46,NA,14-07-2016,5,Tuesday,FALSE
5867,City,193,Cancelled,15-07-2016 09:19,NA,15-07-2016,9,Wednesday,FALSE
684,City,194,Cancelled,11-07-2016 13:32,NA,11-07-2016,13,Thursday,FALSE
718,City,194,Cancelled,11-07-2016 14:51,NA,11-07-2016,14,Friday,FALSE
4145,City,194,Cancelled,14-07-2016 04:56,NA,14-07-2016,4,Saturday,FALSE
5489,City,194,Cancelled,15-07-2016 04:52,NA,15-07-2016,4,Sunday,FALSE
5651,City,194,Cancelled,15-07-2016 07:00,NA,15-07-2016,7,Monday,FALSE
290,City,195,Cancelled,11-07-2016 07:13,NA,11-07-2016,7,Tuesday,FALSE
1030,Airport,195,Cancelled,11-07-2016 19:14,NA,11-07-2016,19,Wednesday,FALSE
3062,City,195,Cancelled,13-07-2016 07:50,NA,13-07-2016,7,Thursday,FALSE
5635,City,195,Cancelled,15-07-2016 06:43,NA,15-07-2016,6,Friday,FALSE
5828,City,195,Cancelled,15-07-2016 09:00,NA,15-07-2016,9,Saturday,FALSE
2823,City,196,Cancelled,13-07-2016 05:15,NA,13-07-2016,5,Sunday,FALSE
4558,City,196,Cancelled,14-07-2016 09:51,NA,14-07-2016,9,Monday,FALSE
5494,City,196,Cancelled,15-07-2016 04:56,NA,15-07-2016,4,Tuesday,FALSE
5501,City,196,Cancelled,15-07-2016 05:07,NA,15-07-2016,5,Wednesday,FALSE
526,City,197,Cancelled,11-07-2016 09:46,NA,11-07-2016,9,Thursday,FALSE
1887,City,197,Cancelled,12-07-2016 10:08,NA,12-07-2016,10,Friday,FALSE
2944,City,197,Cancelled,13-07-2016 06:33,NA,13-07-2016,6,Saturday,FALSE
4413,City,197,Cancelled,14-07-2016 08:07,NA,14-07-2016,8,Sunday,FALSE
4420,City,197,Cancelled,14-07-2016 08:13,NA,14-07-2016,8,Monday,FALSE
5486,City,197,Cancelled,15-07-2016 04:51,NA,15-07-2016,4,Tuesday,FALSE
6010,City,197,Cancelled,15-07-2016 12:25,NA,15-07-2016,12,Wednesday,FALSE
277,City,198,Cancelled,11-07-2016 06:59,NA,11-07-2016,6,Thursday,FALSE
2148,City,198,Cancelled,12-07-2016 17:22,NA,12-07-2016,17,Friday,FALSE
2802,City,198,Cancelled,13-07-2016 04:51,NA,13-07-2016,4,Saturday,FALSE
4445,City,198,Cancelled,14-07-2016 08:36,NA,14-07-2016,8,Sunday,FALSE
546,City,199,Cancelled,11-07-2016 10:04,NA,11-07-2016,10,Monday,FALSE
1115,Airport,199,Cancelled,11-07-2016 20:23,NA,11-07-2016,20,Tuesday,FALSE
3177,City,199,Cancelled,13-07-2016 09:13,NA,13-07-2016,9,Wednesday,FALSE
5587,City,199,Cancelled,15-07-2016 05:58,NA,15-07-2016,5,Thursday,FALSE
5628,City,199,Cancelled,15-07-2016 06:34,NA,15-07-2016,6,Friday,FALSE
6173,City,199,Cancelled,15-07-2016 16:45,NA,15-07-2016,16,Saturday,FALSE
383,City,02-01-2001,Cancelled,11-07-2016 08:21,NA,11-07-2016,8,Sunday,FALSE
749,Airport,02-01-2001,Cancelled,11-07-2016 15:48,NA,11-07-2016,15,Monday,FALSE
5733,City,02-01-2001,Cancelled,15-07-2016 07:51,NA,15-07-2016,7,Tuesday,FALSE
18,City,02-Nov,Cancelled,11-07-2016 01:16,NA,11-07-2016,1,Wednesday,FALSE
2125,Airport,02-Nov,Cancelled,12-07-2016 16:52,NA,12-07-2016,16,Thursday,FALSE
5522,City,02-Nov,Cancelled,15-07-2016 05:21,NA,15-07-2016,5,Friday,FALSE
5895,City,02-Nov,Cancelled,15-07-2016 09:49,NA,15-07-2016,9,Saturday,FALSE
192,City,02-Dec,Cancelled,11-07-2016 05:56,NA,11-07-2016,5,Sunday,FALSE
1469,City,02-Dec,Cancelled,12-07-2016 05:05,NA,12-07-2016,5,Monday,FALSE
1486,City,02-Dec,Cancelled,12-07-2016 05:20,NA,12-07-2016,5,Tuesday,FALSE
2971,City,02-Dec,Cancelled,13-07-2016 06:53,NA,13-07-2016,6,Wednesday,FALSE
4331,City,02-Dec,Cancelled,14-07-2016 07:10,NA,14-07-2016,7,Thursday,FALSE
1739,City,Feb-13,Cancelled,12-07-2016 08:30,NA,12-07-2016,8,Friday,FALSE
5679,City,Feb-13,Cancelled,15-07-2016 07:09,NA,15-07-2016,7,Saturday,FALSE
5750,City,Feb-13,Cancelled,15-07-2016 08:03,NA,15-07-2016,8,Sunday,FALSE
5856,City,Feb-13,Cancelled,15-07-2016 09:08,NA,15-07-2016,9,Monday,FALSE
6033,Airport,Feb-13,Cancelled,15-07-2016 12:55,NA,15-07-2016,12,Tuesday,FALSE
119,City,Feb-14,Cancelled,11-07-2016 05:10,NA,11-07-2016,5,Wednesday,FALSE
641,City,Feb-14,Cancelled,11-07-2016 12:31,NA,11-07-2016,12,Thursday,FALSE
3144,City,Feb-14,Cancelled,13-07-2016 08:55,NA,13-07-2016,8,Friday,FALSE
3404,Airport,Feb-14,Cancelled,13-07-2016 15:18,NA,13-07-2016,15,Saturday,FALSE
4185,City,Feb-14,Cancelled,14-07-2016 05:16,NA,14-07-2016,5,Sunday,FALSE
5918,City,Feb-14,Cancelled,15-07-2016 10:01,NA,15-07-2016,10,Monday,FALSE
98,City,Feb-15,Cancelled,11-07-2016 04:58,NA,11-07-2016,4,Tuesday,FALSE
1541,City,Feb-15,Cancelled,12-07-2016 06:04,NA,12-07-2016,6,Wednesday,FALSE
2872,City,Feb-15,Cancelled,13-07-2016 05:41,NA,13-07-2016,5,Thursday,FALSE
3498,City,Feb-15,Cancelled,13-07-2016 17:36,NA,13-07-2016,17,Friday,FALSE
5646,City,Feb-15,Cancelled,15-07-2016 06:52,NA,15-07-2016,6,Saturday,FALSE
5656,City,Feb-15,Cancelled,15-07-2016 06:54,NA,15-07-2016,6,Sunday,FALSE
130,City,Feb-16,Cancelled,11-07-2016 05:12,NA,11-07-2016,5,Monday,FALSE
268,City,Feb-16,Cancelled,11-07-2016 06:52,NA,11-07-2016,6,Tuesday,FALSE
644,Airport,Feb-16,Cancelled,11-07-2016 12:29,NA,11-07-2016,12,Wednesday,FALSE
1572,City,Feb-16,Cancelled,12-07-2016 06:22,NA,12-07-2016,6,Thursday,FALSE
1619,City,Feb-16,Cancelled,12-07-2016 06:53,NA,12-07-2016,6,Friday,FALSE
1668,City,Feb-16,Cancelled,12-07-2016 07:35,NA,12-07-2016,7,Saturday,FALSE
1707,City,Feb-16,Cancelled,12-07-2016 08:10,NA,12-07-2016,8,Sunday,FALSE
2113,Airport,Feb-16,Cancelled,12-07-2016 16:29,NA,12-07-2016,16,Monday,FALSE
4581,City,Feb-16,Cancelled,14-07-2016 10:04,NA,14-07-2016,10,Tuesday,FALSE
5626,City,Feb-16,Cancelled,15-07-2016 06:33,NA,15-07-2016,6,Wednesday,FALSE
4255,City,Feb-17,Cancelled,14-07-2016 06:08,NA,14-07-2016,6,Thursday,FALSE
5794,City,Feb-17,Cancelled,15-07-2016 08:38,NA,15-07-2016,8,Friday,FALSE
6103,Airport,Feb-18,Cancelled,15-07-2016 14:52,NA,15-07-2016,14,Saturday,FALSE
302,City,Feb-19,Cancelled,11-07-2016 07:17,NA,11-07-2016,7,Sunday,FALSE
1137,City,Feb-19,Cancelled,11-07-2016 20:32,NA,11-07-2016,20,Monday,FALSE
4304,City,Feb-19,Cancelled,14-07-2016 06:50,NA,14-07-2016,6,Tuesday,FALSE
1702,City,21-Jan,Cancelled,12-07-2016 08:02,NA,12-07-2016,8,Wednesday,FALSE
1762,City,21-Jan,Cancelled,12-07-2016 08:50,NA,12-07-2016,8,Thursday,FALSE
2373,Airport,21-Jan,Cancelled,12-07-2016 19:36,NA,12-07-2016,19,Friday,FALSE
3005,City,21-Jan,Cancelled,13-07-2016 07:15,NA,13-07-2016,7,Saturday,FALSE
3131,City,21-Jan,Cancelled,13-07-2016 08:40,NA,13-07-2016,8,Sunday,FALSE
3883,Airport,21-Jan,Cancelled,13-07-2016 21:56,NA,13-07-2016,21,Monday,FALSE
6131,Airport,21-Jan,Cancelled,15-07-2016 15:38,NA,15-07-2016,15,Tuesday,FALSE
6302,Airport,21-Jan,Cancelled,15-07-2016 18:29,NA,15-07-2016,18,Wednesday,FALSE
6538,Airport,21-Jan,Cancelled,15-07-2016 20:54,NA,15-07-2016,20,Thursday,FALSE
244,City,211,Cancelled,11-07-2016 06:31,NA,11-07-2016,6,Friday,FALSE
1216,Airport,211,Cancelled,11-07-2016 21:32,NA,11-07-2016,21,Saturday,FALSE
4154,City,211,Cancelled,14-07-2016 05:07,NA,14-07-2016,5,Sunday,FALSE
393,City,212,Cancelled,11-07-2016 08:27,NA,11-07-2016,8,Monday,FALSE
419,City,212,Cancelled,11-07-2016 08:42,NA,11-07-2016,8,Tuesday,FALSE
4311,City,212,Cancelled,14-07-2016 06:52,NA,14-07-2016,6,Wednesday,FALSE
4404,City,212,Cancelled,14-07-2016 07:55,NA,14-07-2016,7,Thursday,FALSE
5675,City,212,Cancelled,15-07-2016 07:08,NA,15-07-2016,7,Friday,FALSE
193,City,213,Cancelled,11-07-2016 05:58,NA,11-07-2016,5,Saturday,FALSE
1825,City,213,Cancelled,12-07-2016 09:35,NA,12-07-2016,9,Sunday,FALSE
3111,City,213,Cancelled,13-07-2016 08:31,NA,13-07-2016,8,Monday,FALSE
4160,City,213,Cancelled,14-07-2016 05:05,NA,14-07-2016,5,Tuesday,FALSE
2846,City,214,Cancelled,13-07-2016 05:24,NA,13-07-2016,5,Wednesday,FALSE
3163,City,214,Cancelled,13-07-2016 09:04,NA,13-07-2016,9,Thursday,FALSE
3446,City,214,Cancelled,13-07-2016 16:39,NA,13-07-2016,16,Friday,FALSE
4543,City,214,Cancelled,14-07-2016 09:36,NA,14-07-2016,9,Saturday,FALSE
4800,Airport,214,Cancelled,14-07-2016 16:59,NA,14-07-2016,16,Sunday,FALSE
107,City,215,Cancelled,11-07-2016 05:02,NA,11-07-2016,5,Monday,FALSE
1594,City,215,Cancelled,12-07-2016 06:41,NA,12-07-2016,6,Tuesday,FALSE
1791,City,215,Cancelled,12-07-2016 09:08,NA,12-07-2016,9,Wednesday,FALSE
6050,City,215,Cancelled,15-07-2016 13:35,NA,15-07-2016,13,Thursday,FALSE
409,City,216,Cancelled,11-07-2016 08:34,NA,11-07-2016,8,Friday,FALSE
3137,City,216,Cancelled,13-07-2016 08:52,NA,13-07-2016,8,Saturday,FALSE
4532,City,216,Cancelled,14-07-2016 09:35,NA,14-07-2016,9,Sunday,FALSE
5914,City,216,Cancelled,15-07-2016 09:58,NA,15-07-2016,9,Monday,FALSE
5618,City,217,Cancelled,15-07-2016 06:25,NA,15-07-2016,6,Tuesday,FALSE
5688,City,217,Cancelled,15-07-2016 07:24,NA,15-07-2016,7,Wednesday,FALSE
6419,City,217,Cancelled,15-07-2016 19:47,NA,15-07-2016,19,Thursday,FALSE
711,City,218,Cancelled,11-07-2016 14:22,NA,11-07-2016,14,Friday,FALSE
4415,City,218,Cancelled,14-07-2016 08:11,NA,14-07-2016,8,Saturday,FALSE
4544,City,218,Cancelled,14-07-2016 09:33,NA,14-07-2016,9,Sunday,FALSE
3173,City,219,Cancelled,13-07-2016 09:12,NA,13-07-2016,9,Monday,FALSE
6262,Airport,219,Cancelled,15-07-2016 18:05,NA,15-07-2016,18,Tuesday,FALSE
262,City,22-Jan,Cancelled,11-07-2016 06:41,NA,11-07-2016,6,Wednesday,FALSE
529,City,22-Jan,Cancelled,11-07-2016 09:54,NA,11-07-2016,9,Thursday,FALSE
1537,City,22-Jan,Cancelled,12-07-2016 05:55,NA,12-07-2016,5,Friday,FALSE
1788,City,22-Jan,Cancelled,12-07-2016 09:08,NA,12-07-2016,9,Saturday,FALSE
5816,City,22-Jan,Cancelled,15-07-2016 08:44,NA,15-07-2016,8,Sunday,FALSE
3260,City,221,Cancelled,13-07-2016 10:13,NA,13-07-2016,10,Monday,FALSE
4008,City,221,Cancelled,13-07-2016 23:43,NA,13-07-2016,23,Tuesday,FALSE
4574,City,221,Cancelled,14-07-2016 09:53,NA,14-07-2016,9,Wednesday,FALSE
1730,City,222,Cancelled,12-07-2016 08:25,NA,12-07-2016,8,Thursday,FALSE
2448,Airport,222,Cancelled,12-07-2016 20:26,NA,12-07-2016,20,Friday,FALSE
4570,City,222,Cancelled,14-07-2016 09:51,NA,14-07-2016,9,Saturday,FALSE
5529,City,222,Cancelled,15-07-2016 05:24,NA,15-07-2016,5,Sunday,FALSE
1506,City,223,Cancelled,12-07-2016 05:37,NA,12-07-2016,5,Monday,FALSE
2651,City,223,Cancelled,12-07-2016 22:56,NA,12-07-2016,22,Tuesday,FALSE
3185,City,223,Cancelled,13-07-2016 09:24,NA,13-07-2016,9,Wednesday,FALSE
3421,City,223,Cancelled,13-07-2016 15:42,NA,13-07-2016,15,Thursday,FALSE
291,City,224,Cancelled,11-07-2016 07:06,NA,11-07-2016,7,Friday,FALSE
1669,City,224,Cancelled,12-07-2016 07:39,NA,12-07-2016,7,Saturday,FALSE
3974,City,224,Cancelled,13-07-2016 23:04,NA,13-07-2016,23,Sunday,FALSE
4349,City,224,Cancelled,14-07-2016 07:18,NA,14-07-2016,7,Monday,FALSE
4442,City,224,Cancelled,14-07-2016 08:33,NA,14-07-2016,8,Tuesday,FALSE
5327,Airport,224,Cancelled,14-07-2016 22:12,NA,14-07-2016,22,Wednesday,FALSE
2929,City,225,Cancelled,13-07-2016 06:28,NA,13-07-2016,6,Thursday,FALSE
3186,City,225,Cancelled,13-07-2016 09:28,NA,13-07-2016,9,Friday,FALSE
4211,City,225,Cancelled,14-07-2016 05:37,NA,14-07-2016,5,Saturday,FALSE
5273,Airport,225,Cancelled,14-07-2016 21:29,NA,14-07-2016,21,Sunday,FALSE
6445,City,225,Cancelled,15-07-2016 20:01,NA,15-07-2016,20,Monday,FALSE
157,City,226,Cancelled,11-07-2016 05:38,NA,11-07-2016,5,Tuesday,FALSE
2813,City,226,Cancelled,13-07-2016 05:06,NA,13-07-2016,5,Wednesday,FALSE
3057,City,226,Cancelled,13-07-2016 07:50,NA,13-07-2016,7,Thursday,FALSE
4641,City,226,Cancelled,14-07-2016 11:39,NA,14-07-2016,11,Friday,FALSE
5884,City,226,Cancelled,15-07-2016 09:36,NA,15-07-2016,9,Saturday,FALSE
1837,City,227,Cancelled,12-07-2016 09:36,NA,12-07-2016,9,Sunday,FALSE
4092,City,227,Cancelled,14-07-2016 02:55,NA,14-07-2016,2,Monday,FALSE
4222,City,227,Cancelled,14-07-2016 05:44,NA,14-07-2016,5,Tuesday,FALSE
1509,City,228,Cancelled,12-07-2016 05:42,NA,12-07-2016,5,Wednesday,FALSE
3194,City,228,Cancelled,13-07-2016 09:35,NA,13-07-2016,9,Thursday,FALSE
3541,Airport,228,Cancelled,13-07-2016 17:57,NA,13-07-2016,17,Friday,FALSE
1365,City,229,Cancelled,11-07-2016 00:09,NA,11-07-2016,0,Saturday,FALSE
1834,City,229,Cancelled,12-07-2016 09:33,NA,12-07-2016,9,Sunday,FALSE
4129,City,229,Cancelled,14-07-2016 04:42,NA,14-07-2016,4,Monday,FALSE
4380,City,229,Cancelled,14-07-2016 07:47,NA,14-07-2016,7,Tuesday,FALSE
4434,City,229,Cancelled,14-07-2016 08:27,NA,14-07-2016,8,Wednesday,FALSE
5735,City,229,Cancelled,15-07-2016 07:47,NA,15-07-2016,7,Thursday,FALSE
6434,Airport,229,Cancelled,15-07-2016 19:49,NA,15-07-2016,19,Friday,FALSE
623,Airport,23-Jan,Cancelled,11-07-2016 12:03,NA,11-07-2016,12,Saturday,FALSE
1521,City,23-Jan,Cancelled,12-07-2016 05:50,NA,12-07-2016,5,Sunday,FALSE
2771,City,23-Jan,Cancelled,13-07-2016 04:24,NA,13-07-2016,4,Monday,FALSE
2873,City,23-Jan,Cancelled,13-07-2016 05:48,NA,13-07-2016,5,Tuesday,FALSE
3320,Airport,23-Jan,Cancelled,13-07-2016 12:21,NA,13-07-2016,12,Wednesday,FALSE
4571,City,23-Jan,Cancelled,14-07-2016 09:49,NA,14-07-2016,9,Thursday,FALSE
4600,City,23-Jan,Cancelled,14-07-2016 10:08,NA,14-07-2016,10,Friday,FALSE
5341,City,23-Jan,Cancelled,14-07-2016 22:34,NA,14-07-2016,22,Saturday,FALSE
2435,City,231,Cancelled,12-07-2016 20:11,NA,12-07-2016,20,Sunday,FALSE
2919,City,231,Cancelled,13-07-2016 06:19,NA,13-07-2016,6,Monday,FALSE
4712,City,231,Cancelled,14-07-2016 13:23,NA,14-07-2016,13,Tuesday,FALSE
399,City,232,Cancelled,11-07-2016 08:25,NA,11-07-2016,8,Wednesday,FALSE
2826,City,232,Cancelled,13-07-2016 05:13,NA,13-07-2016,5,Thursday,FALSE
3090,City,232,Cancelled,13-07-2016 08:13,NA,13-07-2016,8,Friday,FALSE
4141,City,232,Cancelled,14-07-2016 04:46,NA,14-07-2016,4,Saturday,FALSE
5817,City,232,Cancelled,15-07-2016 08:46,NA,15-07-2016,8,Sunday,FALSE
1156,City,233,Cancelled,11-07-2016 20:46,NA,11-07-2016,20,Monday,FALSE
3155,City,233,Cancelled,13-07-2016 09:02,NA,13-07-2016,9,Tuesday,FALSE
5821,City,233,Cancelled,15-07-2016 08:54,NA,15-07-2016,8,Wednesday,FALSE
552,City,234,Cancelled,11-07-2016 10:07,NA,11-07-2016,10,Thursday,FALSE
589,Airport,234,Cancelled,11-07-2016 11:19,NA,11-07-2016,11,Friday,FALSE
3218,City,234,Cancelled,13-07-2016 09:49,NA,13-07-2016,9,Saturday,FALSE
3287,City,234,Cancelled,13-07-2016 11:13,NA,13-07-2016,11,Sunday,FALSE
